page_id,slug,platform,source_url,tenant_host,jurisdiction,meeting_body,jurisdiction_confidence,gov_id,gov_name,gov_type,tier,evidence,new_meeting_body,new_hub_slug,country,state,old_hub_slug,municipal_type_word,gov_classify_bucket
2751,unknown-jurisdiction-2024-10-24-special-housing-authority-board-of-commissioners,granicus,https://sfha.granicus.com/player/clip/199,sfha.granicus.com,Unknown Jurisdiction,,unverified,,Unknown Jurisdiction,other,unresolved,no state for 'Unknown Jurisdiction',,unknown-jurisdiction,us,,unknown-jurisdiction,no,city
2752,shoreview-mn-league-of-women-voters-city-of-shoreview-candidate-forum-mayor-and,granicus,https://shoreviewmn.granicus.com/player/clip/282?view_id=1,shoreviewmn.granicus.com,"Shoreview, MN",,validated,us:place:2759998,"Shoreview, MN",municipality,registry,us_places.csv Shoreview city,,shoreview-mn,us,MN,shoreview-mn,no,city
2753,city-of-sitka-2021-09-14-city-and-borough-assembly-on-2021-09-14-6-00-pm,granicus,https://sitka.granicus.com/player/clip/592?view_id=1,sitka.granicus.com,City of Sitka,,unverified,,City of Sitka,municipality,unresolved,no state for 'City of Sitka',,city-of-sitka,us,,sitka,yes,city
2754,city-of-san-juan-capistrano-ca-city-council-and-housing-authority-meeting,granicus,https://sjc.granicus.com/player/clip/2851,sjc.granicus.com,"City of San Juan Capistrano, CA",,validated,us:place:0668028,"San Juan Capistrano, CA",municipality,registry,us_places.csv San Juan Capistrano city,,san-juan-capistrano-ca,us,CA,san-juan-capistrano-ca,yes,city
2755,subtitles-county-2022-10-25-county-council-on-2022-10-25-4-00-pm,granicus,https://slco.granicus.com/player/clip/1031,slco.granicus.com,Subtitles County,,unverified,rtr:us:ut:subtitles-county,"Subtitles County, UT",county,unverified,minted from 'Subtitles County',,subtitles-county-ut,us,UT,subtitles-county,no,county
2756,san-luis-obispo-county-ca-2026-01-08-planning-commission,granicus,https://slocounty.granicus.com/player/clip/4981,slocounty.granicus.com,"San Luis Obispo County, CA",,validated,us:county:06079,"San Luis Obispo County, CA",county,registry,us_counties.csv San Luis Obispo County,,san-luis-obispo-county-ca,us,CA,san-luis-obispo-county-ca,no,county
2757,unknown-jurisdiction-committee-strategic-development,granicus,https://smud.granicus.com/player/clip/2679,smud.granicus.com,Unknown Jurisdiction,,unverified,,Unknown Jurisdiction,other,unresolved,no state for 'Unknown Jurisdiction',,unknown-jurisdiction,us,,unknown-jurisdiction,no,city
2758,snohomish-county-wa-2026-01-27-health-and-community-services,granicus,https://snohomish.granicus.com/player/clip/9589?view_id=18,snohomish.granicus.com,"Snohomish County, WA",,validated,us:county:53061,"Snohomish County, WA",county,registry,us_counties.csv Snohomish County,,snohomish-county-wa,us,WA,snohomish-county-wa,no,county
2759,town-of-snowmass-village-co-town-council-work-session,granicus,https://snowmassvillage.granicus.com/player/clip/1577,snowmassvillage.granicus.com,"Town of Snowmass Village, CO",,validated,us:place:0871755,"Snowmass Village, CO",municipality,registry,us_places.csv Snowmass Village town,,snowmass-village-co,us,CO,town-of-snowmass-village-co,yes,city
2760,county-of-solano-ca-2025-08-26-board-of-supervisors-on-2025-08-26-9-00-am,granicus,https://solano.granicus.com/player/clip/2827,solano.granicus.com,"County of Solano, CA",,validated,us:county:06095,"Solano County, CA",county,registry,us_counties.csv Solano County,,solano-county-ca,us,CA,county-of-solano-ca,no,county
2761,somerville-2025-11-06-land-use-2025-11-06,granicus,https://somervillema.granicus.com/player/clip/2748,somervillema.granicus.com,Somerville,,validated,us:place:2562535,"Somerville, MA",municipality,registry,us_places.csv Somerville city (state from subdomain somervillema.granicus.com),,somerville-ma,us,MA,somerville,no,city
2762,unknown-jurisdiction-2024-01-17-board-of-directors,granicus,https://sonomamarintrain.granicus.com/player/clip/712,sonomamarintrain.granicus.com,Unknown Jurisdiction,,unverified,,Unknown Jurisdiction,other,unresolved,not a government name: 'Unknown Jurisdiction',,unknown-jurisdiction,us,,unknown-jurisdiction,no,city
2763,katy-tx-2026-01-26-jan-26-2026-city-council,swagit,https://katytx.new.swagit.com/videos/373195,katytx.new.swagit.com,"Katy, TX",,validated,us:place:4838476,"Katy, TX",municipality,registry,us_places.csv Katy city,,katy-tx,us,TX,katy-tx,no,city
2764,kaufman-county-tx-2024-11-19-nov-19-2024-commissioners-court-bfc0d4,swagit,https://kaufmancountytx.new.swagit.com/videos/320652,kaufmancountytx.new.swagit.com,"Kaufman County, TX",,validated,us:county:48257,"Kaufman County, TX",county,registry,us_counties.csv Kaufman County,,kaufman-county-tx,us,TX,kaufman-county-tx,no,county
2765,kaysville-ut-2024-09-05-city-council-meeting,civicclerk,https://kaysvilleut.portal.civicclerk.com/event/907/media,kaysvilleut.portal.civicclerk.com,"Kaysville, UT",,validated,us:place:4940360,"Kaysville, UT",municipality,registry,us_places.csv Kaysville city,,kaysville-ut,us,UT,kaysville-ut,no,city
2766,kennesaw-ga-2025-05-12-city-council-work-session-meeting,civicclerk,https://kennesawga.portal.civicclerk.com/event/776/media,kennesawga.portal.civicclerk.com,"Kennesaw, GA",,validated,us:place:1343192,"Kennesaw, GA",municipality,registry,us_places.csv Kennesaw city,,kennesaw-ga,us,GA,kennesaw-ga,no,city
2767,kennewick-wa-2026-06-16-jun-16-2026-city-council,swagit,https://kennewickwa.new.swagit.com/videos/391410,kennewickwa.new.swagit.com,"Kennewick, WA",,validated,us:place:5335275,"Kennewick, WA",municipality,registry,us_places.csv Kennewick city,,kennewick-wa,us,WA,kennewick-wa,no,city
2768,lacey-wa-2025-10-28-city-council-worksession,civicclerk,https://laceywa.portal.civicclerk.com/event/1227/media,laceywa.portal.civicclerk.com,"Lacey, WA",,validated,us:place:5336745,"Lacey, WA",municipality,registry,us_places.csv Lacey city,,lacey-wa,us,WA,lacey-wa,no,city
2769,la-conner-wa-2024-12-11-moore-clark-sub-area-public-workshop,civicclerk,https://laconnerwa.portal.civicclerk.com/event/690/media,laconnerwa.portal.civicclerk.com,"La Conner, WA",,validated,us:place:5336780,"La Conner, WA",municipality,registry,us_places.csv La Conner town,,la-conner-wa,us,WA,la-conner-wa,no,city
2770,lago-vista-tx-2023-02-16-feb-16-2023-city-council,swagit,https://lagovistatx.new.swagit.com/videos/208517,lagovistatx.new.swagit.com,"Lago Vista, TX",,validated,us:place:4840264,"Lago Vista, TX",municipality,registry,us_places.csv Lago Vista city,,lago-vista-tx,us,TX,lago-vista-tx,no,city
2771,08-18-2026-lafayette-consolidated-government-council-meeting,unknown,https://video.ibm.com/recorded/134976042,video.ibm.com,,,blank,rtr:unknown:video.ibm.com,Unidentified government (video.ibm.com),other,blank,nothing extracted,,unidentified-government-video-ibm-com,us,,,no,city
2772,town-of-san-anselmo-ca-2026-08-25-town-council,granicus,https://sananselmo-ca.granicus.com/player/clip/2833?redirect=true&view_id=8,sananselmo-ca.granicus.com,"Town of San Anselmo, CA",,validated,us:place:0664434,"San Anselmo, CA",municipality,registry,us_places.csv San Anselmo town,,san-anselmo-ca,us,CA,town-of-san-anselmo-ca,yes,city
2773,town-of-tiburon-ca-2026-05-28-planning-commission-meeting-may-27th-2026,granicus,https://townoftiburon.granicus.com/MediaPlayer.php?clip_id=1471&view_id=6,townoftiburon.granicus.com,"Town of Tiburon, CA",,validated,us:place:0678666,"Tiburon, CA",municipality,registry,us_places.csv Tiburon town,,tiburon-ca,us,CA,town-of-tiburon-ca,yes,city
2774,city-of-american-canyon-ca-2026-08-04-city-council-aug-4th-2026,granicus,https://americancanyon.granicus.com/MediaPlayer.php?clip_id=1977&view_id=18,americancanyon.granicus.com,"City of American Canyon, CA",,validated,us:place:0601640,"American Canyon, CA",municipality,registry,us_places.csv American Canyon city,,american-canyon-ca,us,CA,american-canyon-ca,yes,city
2775,city-of-belmont-ca-2026-07-21-planning-commission-meeting,granicus,https://belmont-ca.granicus.com/player/clip/1261?redirect=true&view_id=1,belmont-ca.granicus.com,"City of Belmont, CA",,validated,us:place:0605108,"Belmont, CA",municipality,registry,us_places.csv Belmont city,,belmont-ca,us,CA,belmont-ca,yes,city
2776,city-of-half-moon-bay-2026-08-19-city-council-closed-session,granicus,https://halfmoonbay.granicus.com/player/clip/1446?redirect=true&view_id=1,halfmoonbay.granicus.com,City of Half Moon Bay,City Council,validated,us:place:0631708,"Half Moon Bay, CA",municipality,registry,us_places.csv Half Moon Bay city (state from tenant_hints.csv halfmoonbay.granicus.com),,half-moon-bay-ca,us,CA,half-moon-bay,yes,city
2777,the-county-of-santa-clara-ca-2026-02-09-board-of-supervisors-regular-meeting-pre,iqm2,https://sccgov.iqm2.com/Citizens/SplitView.aspx?Format=Minutes&MeetingID=17579&Mode=Video,sccgov.iqm2.com,"Santa Clara County, CA",,manual_override,us:county:06085,"Santa Clara County, CA",county,registry,us_counties.csv Santa Clara County,,santa-clara-county-ca,us,CA,santa-clara-county-ca,no,county
2778,city-of-holyoke-ma-2026-03-03-holyoke-city-council-meeting-march-3-2026,youtube,https://www.holyoke.org/meetings/holyoke-city-council-meeting-march-3-2026,www.holyoke.org,"City of Holyoke, MA",,validated,us:place:2530840,"Holyoke, MA",municipality,registry,us_places.csv Holyoke city,,holyoke-ma,us,MA,holyoke-ma,yes,city
2779,cumberland-town-council-2026-08-19-aug-19-2026-regular-town-council-meeting,youtube,https://clerkshq.com/Cumberland-ri?docId=AGENDA&path=cumberland_Docket%2CAGENDA%2C,clerkshq.com,Cumberland Town Council,,unverified,,Cumberland Town Council,other,unresolved,no state for 'Cumberland Town Council',,cumberland-town-council,us,,cumberland-town-council,no,city
2780,pawtucket-city-council-2026-08-19-aug-19-2026-city-council,youtube,https://clerkshq.com/Pawtucket-ri?docId=AGENDA,clerkshq.com,Pawtucket City Council,,unverified,,Pawtucket City Council,other,unresolved,no state for 'Pawtucket City Council',,pawtucket-city-council,us,,pawtucket-city-council,no,city
2781,south-kingstown-school-committee-2026-08-26-aug-25-2026-school-committee-mtg,youtube,https://clerkshq.com/southkingstownschools-ri?docId=AGENDA,clerkshq.com,South Kingstown School Committee,,unverified,,South Kingstown School Committee,school_district,unresolved,no state for 'South Kingstown School Committee',,south-kingstown-school-committee,us,,south-kingstown-school-committee,no,school
2782,city-of-south-haven-mi-2023-06-09-city-council-joint-housing-workshop,granicus,https://south-haven.granicus.com/player/clip/663?view_id=4,south-haven.granicus.com,"City of South Haven, MI",,validated,us:place:2674980,"South Haven, MI",municipality,registry,us_places.csv South Haven city,,south-haven-mi,us,MI,south-haven-mi,yes,city
2783,city-of-sparks-nv-2021-12-07-truckee-meadows-water-authority-board-meeting,granicus,https://sparks.granicus.com/player/clip/1619?view_id=3,sparks.granicus.com,"City of Sparks, NV",,validated,us:place:3268400,"Sparks, NV",municipality,registry,us_places.csv Sparks city,,sparks-nv,us,NV,sparks-nv,yes,city
2784,the-city-of-spokane-valley-2026-07-07-council-meeting,granicus,https://spokanevalley.granicus.com/player/clip/1698?view_id=3,spokanevalley.granicus.com,The City of Spokane Valley,,unverified,,The City of Spokane Valley,other,unresolved,no state for 'The City of Spokane Valley',,the-city-of-spokane-valley,us,,spokane-valley,yes,city
2785,south-pasadena-unified-school-district-2021-11-09-2021-regular-board-of-educatio,granicus,https://spusd.granicus.com/player/clip/321?view_id=2,spusd.granicus.com,South Pasadena Unified School District,,unverified,us:sd:0637500,"South Pasadena Unified School District, CA",school_district,registry,us_school_districts.csv South Pasadena Unified School District (unified),,south-pasadena-unified-school-district-ca,us,CA,south-pasadena-unified-school-district,no,school
2786,city-of-stevens-point-wi-2024-11-04-plan-commission,granicus,https://stevenspoint.granicus.com/player/clip/2784,stevenspoint.granicus.com,"City of Stevens Point, WI",,validated,us:place:5577200,"Stevens Point, WI",municipality,registry,us_places.csv Stevens Point city,,stevens-point-wi,us,WI,stevens-point-wi,yes,city
2787,city-of-stockton-2025-07-30-city-council-and-concurrent-authorities,granicus,https://stockton.granicus.com/player/clip/9193,stockton.granicus.com,City of Stockton,,validated,,City of Stockton,municipality,unresolved,no state for 'City of Stockton',,city-of-stockton,us,,stockton,yes,city
2788,city-of-suffolk-va-2024-01-17-suffolk-city-council-meeting,granicus,https://suffolkva.granicus.com/player/clip/3760?view_id=2,suffolkva.granicus.com,"City of Suffolk, VA",,validated,us:place:5176432,"Suffolk, VA",municipality,registry,us_places.csv Suffolk city,,suffolk-va,us,VA,suffolk-va,yes,city
2789,sullivan-county-ny-2026-07-09-economic-development-committee-on-2026-07-09-9-30,granicus,https://sullivancountyny.granicus.com/player/clip/2173?view_id=1,sullivancountyny.granicus.com,"Sullivan County, NY",,validated,us:county:36105,"Sullivan County, NY",county,registry,us_counties.csv Sullivan County,,sullivan-county-ny,us,NY,sullivan-county-ny,no,county
2790,sumter-county-bocc-workshop-wildwood,granicus,https://sumterclerk.granicus.com/player/clip/1562,sumterclerk.granicus.com,Sumter County,,validated,us:county:12119,"Sumter County, FL",county,registry,us_counties.csv Sumter County (state from tenant_hints.csv sumterclerk.granicus.com),,sumter-county-fl,us,FL,sumter-county,no,county
2791,city-of-sunnyvale-2024-03-04-special-joint-board-of-library-trustees-and-parks-a,granicus,https://sunnyvaleca.granicus.com/player/clip/4323,sunnyvaleca.granicus.com,City of Sunnyvale,,validated,us:place:0677000,"Sunnyvale, CA",municipality,registry,us_places.csv Sunnyvale city (state from subdomain sunnyvaleca.granicus.com),,sunnyvale-ca,us,CA,sunnyvale,yes,city
2792,city-of-sun-valley-2024-08-16-august-16-2024-special-city-council-meeting,granicus,https://sunvalley.granicus.com/player/clip/1141,sunvalley.granicus.com,City of Sun Valley,,validated,us:place:1678850,"Sun Valley, ID",municipality,registry,us_places.csv Sun Valley city (state from tenant_hints.csv sunvalley.granicus.com),,sun-valley-id,us,ID,sun-valley,yes,city
2793,city-of-superior-2024-09-05-city-council,granicus,https://superior-wi.granicus.com/player/clip/952,superior-wi.granicus.com,City of Superior,,validated,us:place:5578650,"Superior (city), WI",municipality,registry,us_places.csv Superior city (state from subdomain superior-wi.granicus.com),,superior-city-wi,us,WI,superior,yes,city
2794,lake-county-fl-2025-09-23-bcc-regular-board-meeting-4th-tuesday,civicclerk,https://lakecountyfl.portal.civicclerk.com/event/2454/media,lakecountyfl.portal.civicclerk.com,"Lake County, FL",,validated,us:county:12069,"Lake County, FL",county,registry,us_counties.csv Lake County,,lake-county-fl,us,FL,lake-county-fl,no,county
2795,lake-elsinore-ca-2025-09-09-sep-09-2025-city-council-meeting-trimmed,swagit,https://lakeelsinoreca.new.swagit.com/videos/355038,lakeelsinoreca.new.swagit.com,"Lake Elsinore, CA",,validated,us:place:0639486,"Lake Elsinore, CA",municipality,registry,us_places.csv Lake Elsinore city,,lake-elsinore-ca,us,CA,lake-elsinore-ca,no,city
2796,lakeland-tn-2026-01-22-industrial-development-board-meeting,civicclerk,https://lakelandtn.portal.civicclerk.com/event/930/media,lakelandtn.portal.civicclerk.com,"Lakeland, TN",,validated,us:place:4740350,"Lakeland, TN",municipality,registry,us_places.csv Lakeland city,,lakeland-tn,us,TN,lakeland-tn,no,city
2797,lakeshore-dec-04-2025-regular-council-meeting-lakeshore-on,swagit,https://lakeshoreon.new.swagit.com/videos/362684,lakeshoreon.new.swagit.com,Lakeshore,,validated,ca:csd:3537064,"Lakeshore, ON",municipality,registry,ca_csd.csv Lakeshore (state from subdomain lakeshoreon.new.swagit.com),,lakeshore-on,ca,ON,lakeshore,no,city
2798,lake-travis-isd-tx-2026-03-25-mar-25-2026-board-meeting,swagit,https://laketravisisdtx.new.swagit.com/videos/379319,laketravisisdtx.new.swagit.com,"Lake Travis ISD, TX",,unverified,rtr:us:tx:lake-travis-isd,"Lake Travis ISD, TX",school_district,unverified,"minted from 'Lake Travis ISD, TX'",,lake-travis-isd-tx,us,TX,lake-travis-isd-tx,no,school
2799,lakeway-tx-2026-03-16-mar-16-2026-city-council,swagit,https://lakewaytx.new.swagit.com/videos/378186,lakewaytx.new.swagit.com,"Lakeway, TX",,validated,us:place:4840984,"Lakeway, TX",municipality,registry,us_places.csv Lakeway city,,lakeway-tx,us,TX,lakeway-tx,no,city
2800,roosevelt-2024-04-17-roosevelt-city-council-meeting-april-16-2024-part-2,youtube,https://www.youtube.com/live/tET2EUqdYTM?si=WQCUkurtDxJw73-s,www.youtube.com,Roosevelt,,repaired,,Roosevelt,other,unresolved,no state for 'Roosevelt',,roosevelt,us,,roosevelt,no,city
2802,village-of-angel-fire-nm-2023-09-14-september-14-2023-beautification-meeting,youtube,https://youtube.com/live/BFkKG07SbEA,youtube.com,"Angel Fire, NM",,validated,us:place:3503400,"Angel Fire, NM",municipality,registry,us_places.csv Angel Fire village,,angel-fire-nm,us,NM,angel-fire-nm,no,city
