tenant_host,match,gov_id,strength,source,evidence
www.youtube.com,channel=@cityofwestmemphis3882,us:place:0574540,fallback,wo171_localview,"West Memphis city, AR -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofwestrichland,us:place:5377665,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-west-richland-wa-2026-08-19-august-18-2026-city-council-meeting; owner title ""City of West Richland"""
www.youtube.com,channel=@cityofwetaskiwin3726,ca:csd:4811002,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/wetaskiwin-ab-2026-08-11-committee-of-the-whole-11-aug-2026; owner title ""City Of Wetaskiwin"""
www.youtube.com,channel=@cityofwetumpka_al,us:place:0181720,fallback,wo171_localview,"Wetumpka city, AL -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofweyauwegaonline6572,us:place:5586400,fallback,wo171_localview,"Weyauwega city, WI -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofwhitefish9313,us:place:3079825,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-whitefish-mt-2026-08-18-whitefish-city-council-meeting-august-17-2026; owner title ""City of Whitefish"""
www.youtube.com,channel=@cityofwhitehousetexas7456,us:place:4878388,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-whitehouse-2026-08-07-city-council-aug-07-2026; owner title ""City of Whitehouse Texas"""
www.youtube.com,channel=@cityofwickliffe2026,us:place:3985036,fallback,wo171_localview,"Wickliffe city, OH -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofwixom4466,us:place:2688140,fallback,wo171_localview,"Wixom city, MI -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@cityofwoodcreektx537,us:place:4880058,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-woodcreek-tx-2026-07-09-july-8th-2026-regular-city-council-meeting; owner title ""City of Woodcreek, TX"""
www.youtube.com,channel=@cityofwoodlandhillsutah4641,us:place:4985050,fallback,archive_study_2026-09-09,"21 solidly-identified archive page(s), e.g. /m/woodland-hills-ut-2026-08-12-woodland-hills-city-council-meeting-august-11-2026; owner title ""City of Woodland Hills, Utah"""
www.youtube.com,channel=@cityofwoodlandwashington9092,us:place:5379625,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/city-of-woodland-2026-07-02-public-hearing-02-jul-2026; owner title ""City of Woodland, Washington"""
www.youtube.com,channel=@cityofypsilanti8248,us:place:2689140,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-ypsilanti-mi-2026-07-29-ad-hoc-water-street-committee-7-22-2026; owner title ""City of Ypsilanti"""
www.youtube.com,channel=@cityofyukonok,us:place:4082950,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/yukon-ok-2026-07-06-yukon-board-of-adjustments-meeting-7-6-26-7-00pm; owner title ""cityofyukonok"""
www.youtube.com,channel=@citysaginaw,us:place:2670520,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-saginaw-mi-2025-12-02-saginaw-mi-city-council-december-1-2025; owner title ""City of Saginaw, MI"""
www.youtube.com,channel=@citytower4348,us:place:2765272,fallback,wo171_localview,"Tower city, MN -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@citywestfork3830,us:place:0574360,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/west-fork-ar-2026-08-17-west-fork-city-council-august-11th-2026; owner title ""City WestFork"""
www.youtube.com,channel=@clatsopcountyoregon6608,us:county:41007,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/clatsop-county-or-2026-04-17-april-14-2026-planning-commission-meeting; owner title ""Clatsop County, Oregon"""
www.youtube.com,channel=@clvupdates1582,us:place:3240000,fallback,archive_study_2026-09-09,"7 solidly-identified archive page(s), e.g. /m/city-of-las-vegas-internet-address-2026-07-15-clv-07-15-2026-city-council-meetin; owner title ""CLV Updates"""
www.youtube.com,channel=@codbitav5125,us:place:1216525,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-daytona-beach-fl-2024-09-11-beachside-redevelopment-board-sep-11-2024; owner title ""CODB ITAV"""
www.youtube.com,channel=@coffeecountytennessee,us:county:47031,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/coffee-tn-2024-02-13-2-13-24-ad-hoc-committee-for-reconciling-bza-member-term-ex; owner title ""Coffee County Tennessee Government"""
www.youtube.com,channel=@costx-us,us:place:4868636,fallback,wo171_localview,"Socorro city, TX -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@councilmeetingslindentv6438,us:place:3440350,fallback,wo171_localview,"Linden city, NJ -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@countyofbrant1382,ca:csd:3529005,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/brant-2024-11-05-policy-development-committee; owner title ""County of Brant"""
www.youtube.com,channel=@countyoflancastervirginia4608,us:county:51103,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/county-of-lancaster-va-2026-08-12-board-of-zoning-appeals-aug-12-2026; owner title ""County of Lancaster, Virginia"""
www.youtube.com,channel=@countyofpowhatan7455,us:county:51145,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/county-of-powhatan-va-2026-08-24-08-24-2026-board-of-supervisors-pre-meeting-din; owner title ""County of Powhatan"""
www.youtube.com,channel=@countyoftulare216,us:county:06107,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-visalia-ca-2026-01-06-board-of-supervisors-meeting-01-06-2026; owner title ""County of Tulare"""
www.youtube.com,channel=@countyofventuragovernment,us:county:06111,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/city-of-ventura-ia-2023-03-14-board-of-supervisors-meeting-march-14-2023; owner title ""County of Ventura Government"""
www.youtube.com,channel=@craignhp,us:place:1852992,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/new-haven-in-2020-09-14-drone-footage-over-new-haven-indiana; owner title ""Craig Dellinger"""
www.youtube.com,channel=@cravencountync9989,us:county:37049,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/craven-county-nc-2026-08-17-craven-county-board-of-commissioners-regular-meeting; owner title ""Craven County, NC"""
www.youtube.com,channel=@cresthilltvillinois,us:place:1717458,fallback,archive_study_2026-09-09,"13 solidly-identified archive page(s), e.g. /m/city-of-crest-hill-il-2026-08-25-08-24-26-crest-hill-city-council-work-session; owner title ""Crest Hill TV Illinois"""
www.youtube.com,channel=@cripplecreeklive2840,us:place:0818530,fallback,wo171_localview,"Cripple Creek city, CO -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@crocketttexasutube,us:place:4817744,fallback,wo171_localview,"Crockett city, TX -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@danielutahtownmeetings6099,us:place:4918140,fallback,wo171_localview,"Daniel town, UT -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@defianceohcouncilmeetings,us:place:3921308,fallback,wo171_localview,"Defiance city, OH -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@delawarecountygovernment5751,us:county:18035,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/delaware-county-in-2026-02-11-delaware-county-drainage-board-february-11th-2026; owner title ""Delaware County Government"""
www.youtube.com,channel=@dermottar-citycouncilmeeti4345,us:place:0518520,fallback,wo171_localview,"Dermott city, AR -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@desmoinescouncilmember308,us:place:5317635,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-des-moines-wa-2025-12-08-airport-advisory-committee-08-dec-2025; owner title ""Des Moines Councilmember"""
www.youtube.com,channel=@districtoflillooet7129,ca:csd:5931026,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/lillooet-bc-2023-01-17-regular-council-meeting-17-jan-2023; owner title ""District of Lillooet"""
www.youtube.com,channel=@districtofmetchosin8755,ca:csd:5917042,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/district-of-metchosin-2025-03-27-special-finance-committee-budget-meeting-27-mar; owner title ""District of Metchosin"""
www.youtube.com,channel=@districtofoakbay86,ca:csd:5917030,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/oak-bay-2025-05-26-council-meeting-26-may-2025; owner title ""District Of Oak Bay"""
www.youtube.com,channel=@districtofsooke8569,ca:csd:5917052,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/the-district-of-sooke-2022-02-28-regular-council-28-feb-2022; owner title ""District of Sooke"""
www.youtube.com,channel=@districtoftofinolocalgover6825,ca:csd:5923025,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/tofino-bc-2026-06-16-regular-council-16-jun-2026; owner title ""District of Tofino Local Government"""
www.youtube.com,channel=@doversherborncabletv,us:cousub:2502117405,fallback,wo171_localview,"Dover town, MA -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@downtownnorthwilkesboro,us:place:3747880,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/north-wilkesboro-nc-2026-06-29-board-of-commissioners-meeting-june-25; owner title ""Downtown North Wilkesboro"""
www.youtube.com,channel=@dunescityoregon5293,us:place:4121150,fallback,wo171_localview,"Dunes City city, OR -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@eastlakecat9527,us:place:3923618,fallback,wo171_localview,"Eastlake city, OH -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@eastprovidencecitycouncil,us:place:4422960,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/east-providence-city-council-live-stream-2023-10-03-oct-3-2023-council-meeting; owner title ""East Providence City Council Live Stream"""
www.youtube.com,channel=@elatownship3269,us:cousub:1709722853,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/ela-township-il-2026-08-13-board-meeting-august-12-2026; owner title ""Ela Township"""
www.youtube.com,channel=@elkridge1794,us:place:4922370,fallback,wo171_localview,"Elk Ridge city, UT -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@elmwoodparkborough,us:place:3421300,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/elmwood-park-nj-2026-08-26-2026-08-20-meeting; owner title ""Borough of Elmwood Park, NJ"""
www.youtube.com,channel=@eriecountypa,us:county:42049,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/county-of-erie-pa-2023-08-29-8-29-23-regular-meeting; owner title ""Erie County, Pennsylvania"""
www.youtube.com,channel=@fairestfairburyian8314,us:place:1724764,fallback,wo171_localview,"Fairbury city, IL -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@fannincountyema3213,us:county:13111,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/fannin-county-ga-2026-08-19-home-fannin-county-georgia; owner title ""Fannin County EMA"""
www.youtube.com,channel=@fanwoodnj,us:place:3422860,fallback,wo171_localview,"Fanwood borough, NJ -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@farmvillegov,us:place:3722820,fallback,wo171_localview,"Farmville town, NC -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@fortcollinsgov,us:place:0827425,fallback,wo171_localview,"Fort Collins city, CO -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@fortmilltv,us:place:4526890,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/fort-mill-sc-2026-08-28-fort-mill-town-council-meeting-august-24-2026; owner title ""fortmilltv"""
www.youtube.com,channel=@fortx-tv,us:place:4825168,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-fair-oaks-ranch-tx-2025-12-05-december-4-2025-city-of-fair-oaks-ranch-re; owner title ""City of Fair Oaks Ranch"""
www.youtube.com,channel=@franciscity,us:place:4926940,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/francis-ut-2026-07-17-francis-city-planning-commission-7-16-2026; owner title ""Francis City"""
www.youtube.com,channel=@fruitheightscity9716,us:place:4927490,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/fruit-heights-ut-2026-08-19-city-council-meeting-8-18-26; owner title ""Fruit Heights City"""
www.youtube.com,channel=@gardencitymissourinews9758,us:place:2926434,fallback,wo171_localview,"Garden City city, MO -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@gcamTV,us:cousub:2501526535,fallback,wo171_localview,"Granby town, MA -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@geaugabocc,us:county:39055,fallback,wo171_localview,"Geauga County, OH -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@gladstoneoregon4983,us:place:4129000,fallback,wo171_localview,"Gladstone city, OR -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@glotwp,us:place:3426820,fallback,wo171_localview,"Gloucester City city, NJ -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@gokineticfiber,us:county:48403,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/sabine-county-tx-kinetic-fiber-internet; owner title ""Kinetic"""
www.youtube.com,channel=@govtch5,us:place:3986772,fallback,wo171_localview,"Xenia city, OH -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@grantcountyoklahoma6336,us:county:40053,fallback,wo188_youtube_recheck,"Grant County, OK -- own-channel per WO-175 About-page check (title 'Grant County Oklahoma'); WO-188 recheck confirmed the channel still resolves and ingested a video from it (newest available is from 2019 -- the channel appears inactive since), which landed mis-keyed to rtr:unknown:www.youtube.com (see the per-video pin below)"
www.youtube.com,channel=@grantreporter9558,us:place:2725334,fallback,wo171_localview,"Grant city, MN -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
www.youtube.com,channel=@greeleycountykansas,us:county:20071,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/greeley-county-ks-2012-01-18-greeley-county-schools-video; owner title ""greeleycountykansas"""
www.youtube.com,channel=@greenfieldctv,us:place:2527060,fallback,wo171_localview,"Greenfield city, MA -- WO-171 LocalView, own-channel verdict, oEmbed author confirms"
